统计年度,地区名称,人口数,0-14岁人口数,15-64岁人口数,65岁及以上人口数,总抚养比,少年儿童抚养比,老年人口抚养比,老龄化率,养老床位,经济(亿元),养保支出(亿元),养老床位_5年均值增长率,老龄化率增长率,床位增长率,经济增长率,养保支出增长率,老龄化率_lag1,老年人口抚养比_lag1,养老床位_lag1,65岁及以上人口数_lag1,人口数_lag1,15-64岁人口数_lag1,经济(亿元)_lag1,养保支出(亿元)_lag1,老龄化率_3年均值,老龄化率_3年标准差,老年人口抚养比_3年均值,老年人口抚养比_3年标准差,养老床位_3年均值,养老床位_3年标准差,65岁及以上人口数_3年均值,65岁及以上人口数_3年标准差,经济(亿元)_3年均值,经济(亿元)_3年标准差,养保支出(亿元)_3年均值,养保支出(亿元)_3年标准差,床位覆盖率
2016,河北省,1.0419303524513248,1.1370218857282042,1.0501085683462419,0.6948815273805189,0.18327178000073324,0.3563942814816536,-0.22321746162206418,-0.2606144564330094,0.17760408543779393,-0.03246254428337693,0.1571820183814021,-0.5633591548197726,0.36131711041855236,-0.8241684910478679,-0.0516406315422492,-0.2401324708751639,-0.34159193109094926,-0.3125402484958834,0.49949267224350574,0.6473119117244343,1.0443007056145315,1.065365241721618,-0.03228369631065543,0.23529399777753043,-0.3710360282998203,0.3711033236700247,-0.3324748091659471,0.2749665754928331,0.45930880806456337,0.6928214137786262,0.6361349344076224,1.2169663103967254,-0.023430148463449704,-0.24607127127571585,0.09690917478420497,1.1935036829662835,-0.5157808724150684
2017,河北省,1.055020550076583,1.0810804494488158,1.0486219718552106,0.8797212593732275,0.2947926797614075,0.26872696833816134,0.07468259605284319,0.0361875482317245,0.27212613687802145,0.055318953295123714,0.3686441067740433,-0.4002888802210154,0.5200686012929147,0.0050174528930270225,-0.10935881465007015,0.006447349598805375,-0.07698192027768816,-0.019050774067042434,0.22108362970276343,0.8094749078734771,1.0590011237885684,1.0442579766702211,0.05817614328450598,0.3048503487039213,-0.0697861464887495,0.42287965387728277,-0.02002101900468016,0.3398806078015725,0.3491603429364108,0.18936882274240763,0.8164779569960343,1.2921310121482017,0.055576666592210194,-0.006861097067459742,0.3527747543826173,0.19619061833864795,-0.5523537960683111
2018,河北省,1.0602035538127228,1.1573772592074012,1.0010351624390283,1.0579511997263518,0.7055848548292085,0.46559391715161763,0.43172457694262134,0.3315295956821428,0.41061795324877737,0.13042705945202124,0.6868741813025835,-0.2682010437297831,0.41133757735957976,0.09570610729145537,-0.46368110356161435,0.11113237178605521,0.24429089659123587,0.3054579131063109,0.3174657802102144,1.0043716147816613,1.0722253748832582,1.0427686396504872,0.15259778175602345,0.5380206601264412,0.2360107883725331,0.6043819401764712,0.32157353915090164,0.6273993539304726,0.3354040983661262,0.039866734105679695,0.9981621794478402,1.460850588981225,0.1442472299629928,-0.0625181208388474,0.5709941968055102,1.2249381812920457,-0.5306519340187502
2019,河北省,1.0691011697311235,1.2143569811834989,0.9795162802135501,1.156403849107501,0.9483898517764994,0.5932498292728429,0.6266738793916415,0.4841102982024929,0.5973137970265507,0.23106304899128496,0.7710393020650487,-0.3238172744202815,-0.23744364793838654,0.17435610769421486,-0.10142004331476243,-0.2517619850133693,0.563983385297346,0.6943911190567263,0.45868297647406564,1.192298896826391,1.0774614564760352,0.9950941043329775,0.2333873631764692,0.8889195193302438,0.5082254375148073,0.10858939847308816,0.6356462608674082,0.3148177888638612,0.4796651265485651,0.3602997944492806,1.1603928507511732,0.879713498078139,0.23885494779607183,0.02127289336946752,0.7969755419681167,0.7693923893257829,-0.40396640279899615
2020,河北省,1.0294325814527467,1.3654271843323562,0.8601107903118006,1.2679790925151038,1.6334105076988397,1.0593015701279482,1.0258380522600112,0.7431276590381423,0.8738074386954557,0.2730074734178426,0.8809057694727837,-0.01045118437912863,0.1456479151515781,0.311018298583529,-1.1660926143519597,-0.22675238543714862,0.7291441029748598,0.9067534216922296,0.649052807004921,1.2961082723535584,1.0864501906737525,0.9735355522207818,0.34163585840181204,0.9817248423470998,0.7666288986995469,-0.03388305089707549,0.9871405854832808,0.4641046715636066,0.6864727386711543,0.8469756193234574,1.2968701692775884,0.38493069269878327,0.31700680330031256,-0.16642685437396082,0.9855561496905348,-0.1932507975666159,-0.20609542994812183
2021,河北省,1.0277051681984921,1.2267900775362026,0.8587440966836672,1.4588150424256745,1.6316318199305049,0.8239532849136117,1.3560909323750534,1.074842032001798,0.9404092441116724,0.4505937707953448,1.0105235119201117,0.25471781034441615,0.35123988342767637,-0.12195363867553645,0.9274575630583894,-0.21224173377926112,1.0095169974491511,1.341571201571642,0.9309875659276846,1.4137542312509597,1.0463753662148079,0.8539099392564953,0.3867531255748695,1.1028699545280933,1.0383273118332383,0.6046584947376936,1.3287351436388626,0.870621351422728,0.8685705892371411,0.49090212269177913,1.4377786524447693,1.0581626117459682,0.4319491188071931,0.37841916077304955,1.1047022656330452,-0.0041524024738422045,-0.28595676714167895
2022,河北省,1.0184251141535012,1.1289385079150605,0.8474953673115222,1.5869165802391072,1.6528066743154428,0.6763030733035195,1.601420391636742,1.3140961786127399,0.9414539420589284,0.5150485465781796,1.193693133273226,0.1640457575650949,-0.037365717362109946,-0.23509833524090845,-0.943727346548034,-0.16621759827901733,1.368580647030374,1.7013224866093362,0.9989000280027704,1.6149734052688738,1.0446302629495614,0.8525407261396246,0.5777727553491138,1.2457939632809514,1.341706934737675,0.536610655995604,1.6889474146797008,0.3727934999663371,0.9868571329849518,-0.5066283358635251,1.5891090780561825,1.164636551526702,0.5339020998840058,0.4893573573531027,1.2602952411556354,0.3080546335716441,-0.3732793063581755
2014,河南省,1.7283215024713365,2.231652593308658,1.7297096368769085,0.7260106688996961,0.2736178253764695,0.9131586210947094,-0.8759690585861986,-0.9762305244946287,1.230483959094906,0.21470363362051942,0.10813713354871311,-0.41291056743738963,-1.1494444427449544,-0.2607709685653523,0.2752363925383565,-0.2645126669682135,-0.7911939854295522,-0.6728403349898272,1.3112935827285048,0.8802199843387756,1.7445259166758944,1.7169258640110523,0.19581716815617065,0.19777984843249455,-0.8430476511888442,-1.2569961210365006,-0.7250657113115805,-1.2666743394831388,1.3168989610188844,-0.6964067900068829,0.8573556103326728,-0.7358519851370023,0.2562649670928088,-0.027716349161459698,0.21744816144669327,-0.7235393000759793,0.7873357763210366
2015,河南省,1.7456752271491918,2.2609868157275903,1.692681791981745,1.007009539709348,0.6081805246584933,1.0023639572758063,-0.48607045368815854,-0.6126999774639914,-0.11626112652220924,0.3163686955746952,0.7799767540204643,-2.2698095562382785,1.2332967267456056,-2.227731020815184,-0.1892503124271683,0.8343013070963986,-0.8515992960684045,-0.7301065739027714,1.2946831221265753,0.8422977598953887,1.7524214354516188,1.7251118843176783,0.3240389519197548,0.2507706261539113,-0.720367479194943,-0.12314908419996172,-0.5906943922266834,-0.13053799000904578,0.8512013046861651,4.673674277304273,0.9498089754283117,1.0579736841907685,0.31416120468446285,0.302991087284182,0.47362049071426865,2.3626443377728688,-1.0809145289287587
2016,河南省,1.7634192727698306,2.2457680123823422,1.708954053291504,1.0759751222991074,0.6152388094534723,0.960837335260468,-0.4137858808699825,-0.5377232584619168,-0.17549457562016874,0.44460732433757133,0.663802223146959,-1.7556237439786255,-0.45776475524571975,-0.4272574816493569,0.10112024029914057,-0.48563815228438617,-0.4580962838688678,-0.30538196863176553,-0.0785645545724553,1.1385855437787789,1.7699528753227218,1.6880157788875578,0.43339436268199594,0.9915797930458682,-0.5804804373453241,0.15807525012838106,-0.4393242918117688,0.1107923341091622,0.36234460228547766,4.763592920466668,1.0601834434359307,1.5147982439124683,0.43949379503918734,0.3616339399963952,0.6958708510119426,1.999181599868993,-1.1805734102854766
2017,河南省,1.7680427007344388,2.2625766106989165,1.6737852500457335,1.2702892001706836,0.8651020911957421,1.031586394990304,-0.12683803119782924,-0.282173531406599,-0.18657022288399822,0.629985401511764,0.8003452564050445,-1.4263735483214275,0.4279245895455586,-0.27438917073426716,0.7449603480233041,-0.1867088023840673,-0.3769378639970211,-0.2266408901264666,-0.13896365847515857,1.2113034859216443,1.7878786333166412,1.7043180379804745,0.5713334703202898,0.8634790457722351,-0.3267860627697521,-0.28624349693999174,-0.1624869958657762,-0.2710327255076116,-0.12471987975539457,-0.5132759903910628,1.2515039220937718,0.8273326928923552,0.5885831484855069,0.896423747240283,0.9506957539549714,-0.3912240802998609,-1.2768738660592898
2018,河南省,1.770478595116333,2.343967749662261,1.6446590535677577,1.3248708097895867,1.0669690363321536,1.1792366066003956,-0.026077717572493227,-0.21177556961862679,-0.0759062013914783,0.8370550287231241,1.2685368866716933,-1.071537491401057,-0.5135988620547606,0.14213208552979661,0.7526897560497329,0.17643579113374835,-0.10031850371376509,0.08593733060668972,-0.15025726335660677,1.4161900299281274,1.7925494086611031,1.6690844013281112,0.7707342810416333,1.014039280135603,-0.18023863523376762,-0.29911630571752684,0.007500817434394715,-0.19831764344194386,-0.11084923814086649,-0.35203331409831595,1.3632359983094742,0.7471178141373572,0.7755135527544558,1.383160273751456,1.1305510377545267,1.6481210681758907,-1.1890593864582648
2019,河南省,1.781430674345851,2.313633825252503,1.6407106174659767,1.4702592555869607,1.160138395625881,1.1469381228106883,0.16887158487652698,-0.029923202505852606,0.6683440123253837,0.9902754032245468,1.391970011122249,-0.18978129474141628,-0.016756741193110596,2.0742769057582433,-0.11750043875839562,-0.24067608104859542,-0.02411635167304453,0.19569762185650008,-0.037415485033622804,1.4737413791850713,1.7950102484336181,1.6399045109406336,0.9934674767415387,1.5302944115612835,0.0053743891837742565,-0.5990567910445844,0.22281871428127853,-0.5294748076486624,0.17919175675591167,2.4626770596835104,1.5018316341352542,0.3607560155501881,0.9714125961693824,1.1878461409984435,1.3986138930867742,1.60577009510793,-0.5494830174090986
2020,河南省,1.8890861214664236,2.8100278303349793,1.5487478082435582,2.049589806521036,2.471073630597403,1.9505705401897424,1.0563070949236733,0.5981357809612329,1.3940392810852291,1.012221385339102,1.5302289363993993,1.085035435002043,1.8636968600440063,1.1482113385540862,-1.6096109059281007,-0.2333708611601669,0.1727294287407312,0.4080599244920033,0.7214808256227561,1.6270402884776092,1.8060744851920163,1.6359487959285808,1.1582780485218402,1.6663989033250766,0.3271484259823384,1.539200577356512,0.6600435594048715,2.2496420756840285,0.7224728529554587,4.3441533470881355,1.7757652112637312,4.3012105651203045,1.108638258596392,0.1125689237400548,1.6673084255155206,0.08829362051833993,-0.2840724138602706
2021,河南省,1.8743252876991394,2.62227311736583,1.5568270721049553,2.163514835005784,2.319108758961497,1.6867842090100873,1.1961886955348466,0.7652684549411535,1.8357523653684051,1.166663276899958,1.6191096740775668,1.3883370617279667,-0.21923490430965384,0.3759393900576112,-0.24202857508775089,-0.28006158532276093,0.85257078967167,1.37476175920827,1.4614570486355067,2.2378917291884695,1.9148324050637922,1.5438164540052606,1.1818841118299974,1.8188511793281255,0.6842813058639406,1.4980103902412072,1.1117254633167546,2.120762080153062,1.3795408758292376,3.3300166698702767,2.070558716995479,4.13731891271948,1.2269701585514305,0.12139183340302377,1.7963659641016585,-0.049519436099225635,-0.015549792050210827
2022,河南省,1.8708260465566602,2.452045464231812,1.5712613867088352,2.303558498721714,2.1948829465698596,1.4360864538804514,1.3604718155761557,0.9519356705430716,1.915075448443244,1.1726878071400155,1.8310507308899182,1.4381451047222467,-0.17174653662448086,-0.14248857807769466,-1.780598966536397,-0.18486197298401627,1.033483263699662,1.5271376765824636,1.911862602914164,2.35801532299986,1.8999204092564186,1.5519106119247592,1.348008601068468,1.9168562139015135,1.0431741276354662,-0.2594007045322792,1.5520748463419594,-0.5170233977389029,1.808062670478483,1.1792852700004595,2.3634734672603237,0.6962661715811367,1.2924576166174153,0.056226795660629436,1.9580062253243287,0.2862227423760409,-0.045846456767385836
2014,浙江省,0.35883880344033475,-0.17757654056602576,0.5712454399754637,-0.045983845962033615,-1.7859896777985167,-1.3031325760942774,-0.9153970073961131,-0.6887637330940991,1.4065849015668792,0.4354566827772529,0.4414398998418426,0.6348411018752962,-0.0721224077817788,0.2941557373689771,-0.20191539721053595,0.08659319335228477,-0.6931743458857207,-0.9209940369459205,1.131491474294564,-0.03823061024631451,0.3654999137633103,0.5748203935243851,0.4443127334935926,0.32835794519117717,-0.6357844295944658,-0.8194607062422732,-0.8731979486160155,-0.8832424116466723,1.3167797974311306,0.8793597502267807,-0.008973129716636784,-0.46589474567453015,0.49955012182752867,-0.11914451006644451,0.4668901757508518,0.5490054751856959,2.895988818945729
2015,浙江省,0.3647407061228717,-0.08387153072976883,0.5080556361838381,0.19455520602177717,-1.1846238132662723,-1.0447447057766162,-0.3502630744540099,-0.14180764315586253,0.7667212765444233,0.5766194887195396,0.6481123040373826,-0.7005184563971585,1.9986172055271978,-1.1203524950944657,0.13980078411492258,-0.06556997791167293,-0.5404313646595732,-0.7730562530874804,1.4742495543317715,0.028299670438801657,0.36891420353065607,0.5645120679646378,0.5614906379122626,0.6182895058041177,-0.41006962571241473,1.0930003153012129,-0.6392623388838754,0.9128895175010483,1.154617220672416,1.4533121384314132,0.0866689692756553,1.1608765106099397,0.5697833472027527,0.4899369989190902,0.5913714637170298,0.9630770706454158,1.042307978519079
2016,浙江省,0.3814713757868994,-0.06916254431344367,0.5150195546591598,0.26235562093119086,-1.0858078261365605,-1.0232123832501443,-0.22540790322261492,-0.0185208776168695,0.9893991062577763,0.7284003772799452,0.649001111414164,-0.3350763604975352,-0.2914658535467216,0.16755517987702573,0.1182571750301495,-0.35179635978438784,0.05162030937330502,-0.15744418477332536,0.8217940556256693,0.2819262506607993,0.3748765461357588,0.5012057742767505,0.7133315587895576,0.8461784348079607,-0.11350125463451753,1.044453198373966,-0.3340937407211871,0.8863274575119343,1.1267615403991162,1.4864272148391697,0.2172334496358775,1.1863027051655908,0.7140617714005625,0.7557609358837063,0.7645782324649452,-0.006648219061426629,1.2640870994585427
2017,浙江省,0.40125186189220485,-0.13570096798451833,0.5344351615614004,0.40323458513641425,-1.0674562856696146,-1.1800907330858674,0.022111997639623848,0.26245997788301456,1.2482808046565685,0.9370140182602936,0.8234789372951675,-0.1432610411854372,0.36738877155561794,0.18682178358764365,0.6378030013587667,-0.1387651845293597,0.18507185560565834,-0.021436867355081744,1.0488539614475065,0.35341562932628307,0.391778550441064,0.5081825306799037,0.8765937561987567,0.8471584851536943,0.2341936851774156,-0.04029244028706472,0.012357612100113786,-0.2741623240481405,1.0723498573829504,0.9024725954498749,0.3751391547515713,0.40419030678283957,0.8941247181635136,1.1894597040761241,0.9052195474465919,-0.16231915956916892,1.3694955325783191
2018,浙江省,0.43034903803846514,0.04259305687426768,0.5079420518535495,0.5057688223477352,-0.5493781817181271,-0.7909709045717706,0.2740127817029649,0.43127775505969973,1.4166158508834525,1.1638843762330746,0.9960310138598107,-0.09485268447432753,-0.16254848322664403,0.010239024855099867,0.5898960876925338,-0.16012591133368168,0.4892190969110468,0.24819167419336574,1.3128301917399208,0.5019596999123468,0.411761603601915,0.5276339300976799,1.1009877609975278,1.0395478127453988,0.44367005833781015,0.10493793114081147,0.2430553587217748,0.11794288715887725,1.295729152442484,0.722686281894316,0.48453450036860274,0.6259234860798428,1.104957336281359,1.6536914004191496,1.0333000315309506,0.44507071540366044,1.4082878676810087
2019,浙江省,0.46063822100696633,-0.003545375193270892,0.5279191623701734,0.69326797890353,-0.4420922528344407,-0.9093986784673651,0.611340788187786,0.7799292410100226,1.6834113673605737,1.3445453313100924,1.0870597026985342,-0.1567808264101014,0.5020502637836047,0.13015895828679222,-0.09149848070293803,-0.2594844358568377,0.6719556079813456,0.5225924023178927,1.4844779026592934,0.6100727390430102,0.44115675671725785,0.5010919805546603,1.3450194933253232,1.2298136979213465,0.735522608621312,0.37095218927504736,0.5522712857725622,0.41716620168869695,1.534272411255633,0.7520345616949509,0.6360053996420487,0.9758364757102262,1.3261581207319384,1.4823719025168822,1.1945640131594473,0.11307635021111179,1.4168936610541147
2020,浙江省,0.6806909938119937,0.1938015030641099,0.7698666219590669,0.7955874912452034,-0.5408517736857918,-0.842156311263269,0.3601409454366219,0.524810335659531,1.8088305917187628,1.4347743196202802,1.3512330063530889,0.23609707202435423,-1.7445983640721774,-0.07994165921551974,-1.0284292284530323,-0.09299611339580006,1.0493528062358681,0.890050768675954,1.7565236870239276,0.807773567576066,0.4717561237012653,0.5211059187142276,1.5393463601111905,1.330187187496925,0.8314179177942131,-0.23423920517959093,0.6771880445748599,-0.3670515573567137,1.7269424553271262,0.6189267136410457,0.7739221857850517,0.974492667820955,1.504857902997458,0.6478846345789511,1.3888478925085284,0.5370666176389003,1.39629627659105
2021,浙江省,0.7122165982367055,0.19236275141534134,0.7800716491495233,0.9798642187789691,-0.3545695213766956,-0.8571058951887909,0.6704827114026571,0.8249173773944258,1.2011307203113846,1.8136569048735125,1.8746417949022993,-0.19197680494896505,0.2911203921491843,-0.966060892532439,1.4468881168354886,0.10702316796905964,0.7731997881622416,0.6164135904036003,1.8844110357899762,0.9156601988368714,0.6940624024117815,0.7634994065035127,1.636400627227749,1.6214799291456072,0.9753025825852883,-0.36921468070466895,0.8237013503240546,-0.4353771883639141,1.6528767245707867,1.4586749467511453,0.9405724447303976,0.9499709768324259,1.738131245754833,2.045490392959926,1.7122938325532393,2.3489177040272793,0.42187549752061093
2022,浙江省,0.7253751714790759,0.1658339849948089,0.779116456176588,1.120731772483873,-0.2345786798620468,-0.9032465863169448,0.9223834954659982,1.0724168665737972,1.2165977969995203,1.9765177431988874,2.3929843814038545,-0.34322436348127733,0.0340609485096905,-0.21370876146032478,-0.6048469908720867,0.02300226595549414,1.0980501366943571,0.9544752874530166,1.2647522410759926,1.1099632686853194,0.7259108527376814,0.7737232465797108,2.0439433950637866,2.198620688300005,1.082213781488927,0.4459026196800922,0.9386454907460748,0.32584658809710615,1.4924253369322147,1.6373035001825096,1.0908311319612,1.200667488578294,1.9650142094901601,2.411201852785502,2.1930482740480834,3.3542545586364274,0.2844005237347979
2014,海南省,-1.2465022704801125,-1.0778675217528508,-1.2536081220365232,-1.2457774675157662,-0.5437315538821438,0.33178591287997156,-1.3162478202969072,-1.3427815710376383,-1.1320218651507108,-1.046345607263614,-1.0078099061882833,-0.23649530100566774,-1.8346429426703805,-0.16733514255354334,0.5913952960300597,0.10243652946168268,-1.0721337216695854,-1.042684794635928,-1.116784331537106,-1.226461494376748,-1.2557262433811214,-1.2675257364333188,-1.0469199556744255,-1.0014342558661289,-1.1863250160023944,-0.7081306749170934,-1.1573204365605867,-0.8025199005232042,-1.1288431132986578,-0.7647262919969541,-1.2357731023635485,-0.996391181491955,-1.0449898700004805,-0.969020171342835,-0.9993323428931152,-0.8916084928332949,-0.38741016150341984
2015,海南省,-1.2442566749208566,-1.062744903380563,-1.2583120456790107,-1.225918269698451,-0.12588109401936376,0.5840216910472122,-1.0271095290242032,-1.081714386382757,-1.1597849442269044,-1.034791635953193,-0.9578391803381133,-1.0403366581674958,0.8633996560875111,-1.0188213286193948,0.04047181701597463,0.6030760545371949,-1.2483718427435833,-1.2097113247986833,-1.1143144446598612,-1.2367737165940837,-1.2528667704387169,-1.2637055969464894,-1.0324010588132793,-0.9797370301564091,-1.1206550016647163,-0.5867754080997853,-1.0788022561314603,-0.5664548116140649,-1.1379694552727528,-0.6695214723802722,-1.2305112652728964,-0.9539749574200829,-1.0384189865886206,-0.9313150033189569,-0.9773145333065157,-0.7074294724810456,-0.960755979483584
2016,海南省,-1.2421068885681075,-1.0616813828430391,-1.254899540547825,-1.2291764861987546,-0.19787559892815326,0.5547992533327147,-1.0972036602418285,-1.1461208822232538,-1.1793845871311768,-1.020368011132999,-0.9605549806560574,-1.2571306157600297,-1.2181818825770232,-0.9375437046767073,0.3280592482904407,-0.388967217613449,-0.9657801200196863,-0.8947470107774876,-1.1426238732566798,-1.2158339964662401,-1.2505981782919167,-1.2684181922344682,-1.0199730992537235,-0.9246364218295929,-1.108283361228928,-0.5567098485319281,-1.054518282802864,-0.5262573506157571,-1.153416233941303,-0.6108525518119066,-1.2281136414839346,-0.9438365879482634,-1.0242469920509332,-0.9253116627328797,-0.9526745821035143,-0.772803200975071,-1.2083162928369444
2017,海南省,-1.2395124349847229,-1.0577738226012323,-1.2522976981751688,-1.2289049681570625,-0.19505228501016206,0.5686414606711608,-1.1125367514456836,-1.164492770452131,-1.1809562566093497,-1.0038647687121176,-0.9526050924526214,-1.0675297791462917,-0.9486549966725789,-0.30622255893392114,0.42468390515230914,-0.24548950584772095,-1.0354968201029848,-0.9711019959947472,-1.1626092174542342,-1.2192694897958243,-1.2484263765099608,-1.2649993961774546,-1.0044584142028872,-0.9276310201082243,-1.043114554907813,-1.2279043620162158,-0.9792379654842177,-1.212134023921865,-1.1702357771407752,-0.6944763745978411,-1.2221827541385837,-1.0682628127865637,-1.008996043795582,-0.8943333062957937,-0.9323518484665126,-0.9742957722663026,-1.2315883479285088
2018,海南省,-1.237179572830341,-1.0661700758682453,-1.2469766976826728,-1.2269952653308738,-0.3616278061716756,0.3994589265345973,-1.13006028425009,-1.1578629641765243,-1.2147194150463323,-0.9871261361049908,-0.8984001870158386,-1.5011584892091938,-0.797155250367679,-1.7558069461184123,0.24904213133139697,0.3448949109007204,-1.0553834387569245,-0.9878046490110224,-1.1642118158096986,-1.2189831986850257,-1.2458053537704727,-1.2623927573292615,-0.9867068010217752,-0.9188650142380491,-1.0709486751754538,-1.4757363173607878,-1.0172828570323507,-1.4017386845571966,-1.1891176448323046,-0.6375784751463366,-1.2225613311135497,-1.0769747165457446,-0.9918837621990417,-0.8799013845356198,-0.9104703720662082,-0.7248553000844602,-1.7037538128225849
2019,海南省,-1.2342607430969081,-1.0575757839591866,-1.2506591086359415,-1.1981754534786182,0.029401171470183046,0.5517232072575046,-0.7379712377514992,-0.7895736984381797,-1.2212926915109257,-0.9701039008638329,-0.8855988918808027,-1.7173539430470184,1.399737099488591,-0.7398593128796195,0.10578450117553365,-0.22815574812438733,-1.0482070164148134,-1.0068933953153374,-1.1986393993047308,-1.2169695905284628,-1.2434486013529753,-1.2570619476150524,-0.9687019918064358,-0.8590955549586395,-0.9406221808128167,0.01320276688072738,-0.8845304695026937,-0.06593874684210191,-1.2035221393199693,-0.6258779164501047,-1.2116640936181564,-0.8514391283033377,-0.9738385594451684,-0.8766326999921115,-0.8828765351601541,-0.7102264756259079,-1.8654821748056687
2020,海南省,-1.2114056114156195,-1.0255269875410211,-1.2353197513021974,-1.153234938640978,0.4809902326529642,0.7504204034857105,-0.32240065729500383,-0.4198023403376934,-1.1913385202798676,-0.9605667494279921,-0.8707854356011079,-0.4196930467353197,1.1421461246936901,2.4176164633739257,-0.8351638827430616,-0.21638642326521235,-0.6495529373764966,-0.579782696756292,-1.2053420312502314,-1.1865817168653499,-1.2404998806076841,-1.2607511470633663,-0.9503921271281714,-0.8449801076180001,-0.6684200781011541,1.1335952502589544,-0.5925399741996563,1.122319882738565,-1.2070906915612327,-0.6669726042123184,-1.1850651641449261,-0.5706386904468793,-0.9582942370123398,-0.9197813236284526,-0.8527559898681044,-0.8923982516087459,-1.6487259926866131
2021,海南省,-1.2070055414851735,-1.0282095608363229,-1.2308963804580006,-1.1396279170100538,0.47830808443087225,0.6624608659650734,-0.20131304561655639,-0.2917632743909589,-1.18250019074379,-0.9225716942536252,-0.8510341605615149,0.016841621312958403,-0.22502155136265112,0.21847805344216525,1.990484556632581,-0.18164472692810027,-0.24929457002286656,-0.12709307814946463,-1.1747983920049125,-1.1391960262771381,-1.2174106951875672,-1.245383511747459,-0.9401335477035294,-0.8286459351891021,-0.3518399970581874,0.33186091364293696,-0.24932648448883538,0.32484475656844847,-1.1960164221393241,-0.635006298651809,-1.154354485807545,-0.6625695551519056,-0.9351186951469224,-0.7725453816780258,-0.8353189753410079,-0.8629057308801438,-1.598712674723877
2022,海南省,-1.2045520757156412,-1.0367954411317768,-1.2278484098813593,-1.125016512021467,0.4444283174149709,0.5255768156182171,-0.05893434158075473,-0.13399823193785373,-1.1839886541907654,-0.9069504560245802,-0.8242625417000368,0.0172669472243141,-0.10965535462722356,-0.30509621996520353,-0.4914371407659874,-0.13773630659039912,-0.11069890442943581,0.004810158813351084,-1.1657861330177135,-1.124848658002442,-1.2129655652315352,-1.2409519864546035,-0.8992643957484585,-0.8068670386172381,-0.11221153769938308,-0.5047940292974156,0.0016079065733227667,-0.6497190093085802,-1.1831944200970286,-0.7436906593146227,-1.1286382341211187,-0.8951261770861965,-0.9124461220002541,-0.7419519180104612,-0.8127390185829199,-0.8125839613102704,-1.6492153110714654
2014,湖北省,0.4662276585789013,0.31227780066097116,0.5586560373890009,0.12690260895741065,-0.6665457093147849,-0.3326400393654429,-0.5605454681068853,-0.47829669831137095,0.9232780467995889,-0.04186073042854256,-0.47699438949922524,-0.17246301551012094,-0.2528537201036113,-0.1334213571555208,0.726265668348397,-0.17516961760301214,-0.4382593913364488,-0.5583078571639378,0.9205895307154665,0.15038273139439798,0.4715131830428576,0.5857957805745975,-0.07674945217360955,-0.44815500026827915,-0.39126787480867126,-0.9478497267033813,-0.49193956735706035,-0.7823392727423379,0.9609620909421592,-0.48270338778193994,0.17650242309053019,-0.5255354712600666,-0.018355953344224102,-0.05590748045778752,-0.42913924119333774,-0.7195916113378779,1.4646462867341494
2015,湖北省,0.47563557398610995,0.23455467381285916,0.5633159303121255,0.2830786454885978,-0.6199610296679211,-0.49105641223877106,-0.26045496883142755,-0.15224534704445564,0.7423326642890125,0.043295822198691554,-0.2148826251769282,-0.5581088557509112,0.748939317314674,-0.5419249788629118,-0.1472943425655539,0.5308626680813544,-0.3126116866925153,-0.3865091404251037,0.9814317059282098,0.2105927324854351,0.4774028013180139,0.5518994569155229,0.04806704103669706,-0.39442918478756195,-0.2508738187538363,0.11948602710107119,-0.3519019878288238,0.006206801470702425,0.9090226551599228,-0.13425736358545387,0.24143639615461482,0.45987175831233645,0.03304532613088178,0.18261204627936511,-0.32367870493504675,0.39200966174825,0.8271896102833084
2016,湖北省,0.48739208245402454,0.2764602356254797,0.556866101580506,0.34508097025842316,-0.4505621945884153,-0.40031305302006864,-0.1290284727983804,-0.038783375849138574,0.8276650718392179,0.1652044401699969,-0.18055244024873596,-0.3959328386894206,-0.33357947880275596,-0.07999053509529626,0.4149941955268077,-0.27060687875307116,0.04032203484271362,-0.05961435996371155,0.7969254999685238,0.37526617628322934,0.4869070608551248,0.5565679403138607,0.13966517330208636,-0.10540961546856811,-0.04779219235899516,0.11180470437746678,-0.1341556936490809,-0.06791584327160048,0.8966677743816215,-0.14598217482316267,0.3382011449747889,0.4882598115984715,0.1490421596281993,0.22143499133915745,-0.1966116308688123,0.34989479127911033,0.846501113958364
2017,湖北省,0.4902163183931385,0.3152383229275654,0.5305709062247742,0.44823967303268036,-0.18234737237919868,-0.28188527912447403,0.11849142806385879,0.18008875941980795,0.8856874109275266,0.32248235807116254,-0.0018280902342201419,-0.34059555352144355,0.10598572370857892,-0.13454454635447596,0.8065641124801798,0.059839019003517534,0.16313874942183687,0.08355123731865,0.8839371636210838,0.44064199558363487,0.4987839648123698,0.5501062213747272,0.27079544300789904,-0.06755517086459696,0.19286338577387852,-0.3178618148885568,0.1167786974130764,-0.25533948830625436,0.8837472637734496,-0.27425967794289574,0.45115500476753706,0.0802687876836089,0.27984413480973824,0.673428730385942,-0.021687063973583415,-0.05009614314270267,0.7540493660473947
